gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,cell_type,comparison
POMGNT1,3.2152,0.26737,0.70126,0.38128,0.703,0.9997,B cell,UC_vs_HC
RAD54L,0.1198,1.8308,2.6466,0.69174,0.4891,0.9997,B cell,UC_vs_HC
LRRC41,6.8629,-0.60229,0.45876,-1.3129,0.18923,0.9997,B cell,UC_vs_HC
UQCRH,133.84,0.044035,0.22128,0.19901,0.84226,0.9997,B cell,UC_vs_HC
NSUN4,5.5479,-0.119,0.64247,-0.18521,0.85306,0.9997,B cell,UC_vs_HC
FAAH,0.17894,0.34017,2.1958,0.15492,0.87688,0.9997,B cell,UC_vs_HC
DMBX1,0.0113,0.76629,4.4748,0.17125,0.86403,0.9997,B cell,UC_vs_HC
MKNK1,5.581,0.46549,0.57976,0.8029,0.42204,0.9997,B cell,UC_vs_HC
MOB3C,2.4882,-0.10468,0.83981,-0.12464,0.90081,0.9997,B cell,UC_vs_HC
ATPAF1,1.0365,-1.144,1.3017,-0.87886,0.37948,0.9997,B cell,UC_vs_HC
EFCAB14,11.326,-0.25811,0.52323,-0.49331,0.6218,0.9997,B cell,UC_vs_HC
CYP4B1,0.0113,0.76629,4.4748,0.17125,0.86403,0.9997,B cell,UC_vs_HC
PDZK1IP1,0.020517,0.87873,4.4894,0.19573,0.84482,0.9997,B cell,UC_vs_HC
STIL,0.57339,1.2125,2.4023,0.50471,0.61377,0.9997,B cell,UC_vs_HC
CMPK1,12.893,-1.0078,0.67168,-1.5005,0.13349,0.9997,B cell,UC_vs_HC
FOXD2-AS1,0.020517,0.87873,4.4894,0.19573,0.84482,0.9997,B cell,UC_vs_HC
FOXD2,0.15007,0.89978,3.3262,0.27052,0.78676,0.9997,B cell,UC_vs_HC
SPATA6,0.18505,-0.10435,2.8715,-0.036338,0.97101,0.9997,B cell,UC_vs_HC
AGBL4,0.0051756,0.98745,4.4578,0.22151,0.82469,0.9997,B cell,UC_vs_HC
BEND5,2.6898,0.37093,1.1281,0.32881,0.7423,0.9997,B cell,UC_vs_HC
ELAVL4,0.031997,1.3365,4.3943,0.30415,0.76101,0.9997,B cell,UC_vs_HC
FAF1,1.8696,0.1547,0.96546,0.16023,0.8727,0.9997,B cell,UC_vs_HC
AL049637.1,0.020517,0.87873,4.4894,0.19573,0.84482,0.9997,B cell,UC_vs_HC
