gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,cell_type,comparison
SYF2,131.87,0.23518,0.19922,1.1805,0.2378,0.52296,CD8,UC_vs_CD
RSRP1,237.32,-0.10347,0.24523,-0.42193,0.67307,0.86311,CD8,UC_vs_CD
AL031432.3,0.14594,0.24262,3.2944,0.073648,0.94129,,CD8,UC_vs_CD
RHD,1.482,-1.5916,1.0646,-1.4951,0.13489,,CD8,UC_vs_CD
TMEM50A,167.91,0.4114,0.17277,2.3812,0.017255,0.1429,CD8,UC_vs_CD
MACO1,19.212,-0.9045,0.28336,-3.192,0.0014127,,CD8,UC_vs_CD
LDLRAP1,8.3639,-0.27901,0.51722,-0.53945,0.58958,,CD8,UC_vs_CD
AL606491.1,0.79401,0.70886,1.5568,0.45532,0.64888,,CD8,UC_vs_CD
MAN1C1,9.4591,-0.049586,0.43097,-0.11505,0.9084,,CD8,UC_vs_CD
AL031280.1,22.579,-1.3211,0.40679,-3.2475,0.0011641,,CD8,UC_vs_CD
SELENON,3.5916,0.37746,0.5217,0.72352,0.46936,,CD8,UC_vs_CD
AL020996.1,0.30216,-0.24306,1.901,-0.12786,0.89826,,CD8,UC_vs_CD
MTFR1L,6.9156,0.518,0.47346,1.0941,0.27392,,CD8,UC_vs_CD
AUNIP,0.079085,1.3003,4.0374,0.32206,0.74741,,CD8,UC_vs_CD
AL033528.2,0.024554,1.1823,4.0515,0.29181,0.77044,,CD8,UC_vs_CD
PAQR7,0.92139,-1.6496,1.4834,-1.112,0.26612,,CD8,UC_vs_CD
STMN1,76.643,0.18126,0.4321,0.41948,0.67486,0.86311,CD8,UC_vs_CD
PAFAH2,3.7065,1.0332,0.54297,1.9029,0.057048,,CD8,UC_vs_CD
EXTL1,0.15682,0.30668,4.0375,0.075958,0.93945,,CD8,UC_vs_CD
SLC30A2,0.21003,0.29422,2.1889,0.13442,0.89307,,CD8,UC_vs_CD
TRIM63,0.034718,0.83268,4.1115,0.20253,0.83951,,CD8,UC_vs_CD
PDIK1L,3.9574,-0.47226,0.60938,-0.77499,0.43835,,CD8,UC_vs_CD
ZNF593,16.993,-0.67657,0.41928,-1.6137,0.1066,,CD8,UC_vs_CD
