paciente,tipo_celular,comparacion,gen,valor_expresion_normalizada,log2FC,padj
GSM6614350_HC-3,Fibroblast (subtipo indeterminado),CD_vs_HC,NMNAT3,3.3165,-1.9397,0.02981
GSM6614351_HC-4,Fibroblast (subtipo indeterminado),CD_vs_HC,NMNAT3,3.4394,-1.9397,0.02981
GSM6614352_HC-5,Fibroblast (subtipo indeterminado),CD_vs_HC,NMNAT3,3.9727,-1.9397,0.02981
GSM6614353_HC-6,Fibroblast (subtipo indeterminado),CD_vs_HC,NMNAT3,2.6283,-1.9397,0.02981
GSM6614354_UC-1,Fibroblast (subtipo indeterminado),CD_vs_HC,NMNAT3,2.5783,-1.9397,0.02981
GSM6614355_UC-2,Fibroblast (subtipo indeterminado),CD_vs_HC,NMNAT3,2.9418,-1.9397,0.02981
GSM6614356_UC-3,Fibroblast (subtipo indeterminado),CD_vs_HC,NMNAT3,0,-1.9397,0.02981
GSM6614357_UC-4,Fibroblast (subtipo indeterminado),CD_vs_HC,NMNAT3,0,-1.9397,0.02981
GSM6614358_UC-5,Fibroblast (subtipo indeterminado),CD_vs_HC,NMNAT3,2.2283,-1.9397,0.02981
GSM6614359_UC-6,Fibroblast (subtipo indeterminado),CD_vs_HC,NMNAT3,2.3447,-1.9397,0.02981
GSM6614360_CD-1,Fibroblast (subtipo indeterminado),CD_vs_HC,NMNAT3,0,-1.9397,0.02981
GSM6614361_CD-2,Fibroblast (subtipo indeterminado),CD_vs_HC,NMNAT3,3.3322,-1.9397,0.02981
GSM6614362_CD-3,Fibroblast (subtipo indeterminado),CD_vs_HC,NMNAT3,1.672,-1.9397,0.02981
GSM6614363_CD-4,Fibroblast (subtipo indeterminado),CD_vs_HC,NMNAT3,0,-1.9397,0.02981
GSM6614364_CD-5,Fibroblast (subtipo indeterminado),CD_vs_HC,NMNAT3,0,-1.9397,0.02981
GSM6614365_CD-6,Fibroblast (subtipo indeterminado),CD_vs_HC,NMNAT3,2.5031,-1.9397,0.02981
GSM6614348_HC-1,Fibroblast (subtipo indeterminado),CD_vs_HC,P2RY14,3.4101,1.5499,0.01282
GSM6614349_HC-2,Fibroblast (subtipo indeterminado),CD_vs_HC,P2RY14,3.0669,1.5499,0.01282
GSM6614350_HC-3,Fibroblast (subtipo indeterminado),CD_vs_HC,P2RY14,3.7869,1.5499,0.01282
GSM6614351_HC-4,Fibroblast (subtipo indeterminado),CD_vs_HC,P2RY14,2.8951,1.5499,0.01282
GSM6614352_HC-5,Fibroblast (subtipo indeterminado),CD_vs_HC,P2RY14,2.8891,1.5499,0.01282
GSM6614353_HC-6,Fibroblast (subtipo indeterminado),CD_vs_HC,P2RY14,2.7184,1.5499,0.01282
GSM6614354_UC-1,Fibroblast (subtipo indeterminado),CD_vs_HC,P2RY14,4.5469,1.5499,0.01282
GSM6614355_UC-2,Fibroblast (subtipo indeterminado),CD_vs_HC,P2RY14,3.6017,1.5499,0.01282
GSM6614356_UC-3,Fibroblast (subtipo indeterminado),CD_vs_HC,P2RY14,3.4131,1.5499,0.01282
GSM6614357_UC-4,Fibroblast (subtipo indeterminado),CD_vs_HC,P2RY14,4.7222,1.5499,0.01282
GSM6614358_UC-5,Fibroblast (subtipo indeterminado),CD_vs_HC,P2RY14,4.5308,1.5499,0.01282
GSM6614359_UC-6,Fibroblast (subtipo indeterminado),CD_vs_HC,P2RY14,2.9315,1.5499,0.01282
GSM6614360_CD-1,Fibroblast (subtipo indeterminado),CD_vs_HC,P2RY14,2.5066,1.5499,0.01282
GSM6614361_CD-2,Fibroblast (subtipo indeterminado),CD_vs_HC,P2RY14,4.9653,1.5499,0.01282
GSM6614362_CD-3,Fibroblast (subtipo indeterminado),CD_vs_HC,P2RY14,4.9213,1.5499,0.01282
GSM6614363_CD-4,Fibroblast (subtipo indeterminado),CD_vs_HC,P2RY14,4.4165,1.5499,0.01282
GSM6614364_CD-5,Fibroblast (subtipo indeterminado),CD_vs_HC,P2RY14,3.7892,1.5499,0.01282
GSM6614365_CD-6,Fibroblast (subtipo indeterminado),CD_vs_HC,P2RY14,4.8194,1.5499,0.01282
GSM6614348_HC-1,Fibroblast (subtipo indeterminado),CD_vs_HC,KLHL5,1.3813,1.6469,0.049557
GSM6614349_HC-2,Fibroblast (subtipo indeterminado),CD_vs_HC,KLHL5,2.0575,1.6469,0.049557
GSM6614350_HC-3,Fibroblast (subtipo indeterminado),CD_vs_HC,KLHL5,2.6138,1.6469,0.049557
GSM6614351_HC-4,Fibroblast (subtipo indeterminado),CD_vs_HC,KLHL5,1.8684,1.6469,0.049557
GSM6614352_HC-5,Fibroblast (subtipo indeterminado),CD_vs_HC,KLHL5,2.0717,1.6469,0.049557
GSM6614353_HC-6,Fibroblast (subtipo indeterminado),CD_vs_HC,KLHL5,2.0668,1.6469,0.049557
GSM6614354_UC-1,Fibroblast (subtipo indeterminado),CD_vs_HC,KLHL5,4.2962,1.6469,0.049557
GSM6614355_UC-2,Fibroblast (subtipo indeterminado),CD_vs_HC,KLHL5,3.8448,1.6469,0.049557
GSM6614356_UC-3,Fibroblast (subtipo indeterminado),CD_vs_HC,KLHL5,2.0764,1.6469,0.049557
GSM6614357_UC-4,Fibroblast (subtipo indeterminado),CD_vs_HC,KLHL5,3.0454,1.6469,0.049557
GSM6614358_UC-5,Fibroblast (subtipo indeterminado),CD_vs_HC,KLHL5,2.9556,1.6469,0.049557
GSM6614359_UC-6,Fibroblast (subtipo indeterminado),CD_vs_HC,KLHL5,3.9808,1.6469,0.049557
GSM6614360_CD-1,Fibroblast (subtipo indeterminado),CD_vs_HC,KLHL5,0,1.6469,0.049557
GSM6614361_CD-2,Fibroblast (subtipo indeterminado),CD_vs_HC,KLHL5,3.711,1.6469,0.049557
GSM6614362_CD-3,Fibroblast (subtipo indeterminado),CD_vs_HC,KLHL5,3.0763,1.6469,0.049557
GSM6614363_CD-4,Fibroblast (subtipo indeterminado),CD_vs_HC,KLHL5,4.0731,1.6469,0.049557
GSM6614364_CD-5,Fibroblast (subtipo indeterminado),CD_vs_HC,KLHL5,4.1978,1.6469,0.049557
GSM6614365_CD-6,Fibroblast (subtipo indeterminado),CD_vs_HC,KLHL5,2.8003,1.6469,0.049557
GSM6614348_HC-1,Fibroblast (subtipo indeterminado),CD_vs_HC,HOPX,0,4.6161,0.022585
GSM6614349_HC-2,Fibroblast (subtipo indeterminado),CD_vs_HC,HOPX,1.0386,4.6161,0.022585
GSM6614350_HC-3,Fibroblast (subtipo indeterminado),CD_vs_HC,HOPX,1.1892,4.6161,0.022585
GSM6614351_HC-4,Fibroblast (subtipo indeterminado),CD_vs_HC,HOPX,1.7104,4.6161,0.022585
GSM6614352_HC-5,Fibroblast (subtipo indeterminado),CD_vs_HC,HOPX,0,4.6161,0.022585
GSM6614353_HC-6,Fibroblast (subtipo indeterminado),CD_vs_HC,HOPX,0,4.6161,0.022585
GSM6614354_UC-1,Fibroblast (subtipo indeterminado),CD_vs_HC,HOPX,2.8511,4.6161,0.022585
GSM6614355_UC-2,Fibroblast (subtipo indeterminado),CD_vs_HC,HOPX,5.5097,4.6161,0.022585
GSM6614356_UC-3,Fibroblast (subtipo indeterminado),CD_vs_HC,HOPX,1.0514,4.6161,0.022585
GSM6614357_UC-4,Fibroblast (subtipo indeterminado),CD_vs_HC,HOPX,3.0454,4.6161,0.022585
GSM6614358_UC-5,Fibroblast (subtipo indeterminado),CD_vs_HC,HOPX,1.5074,4.6161,0.022585
GSM6614359_UC-6,Fibroblast (subtipo indeterminado),CD_vs_HC,HOPX,0.59449,4.6161,0.022585
GSM6614360_CD-1,Fibroblast (subtipo indeterminado),CD_vs_HC,HOPX,5.7146,4.6161,0.022585
GSM6614361_CD-2,Fibroblast (subtipo indeterminado),CD_vs_HC,HOPX,5.0986,4.6161,0.022585
GSM6614362_CD-3,Fibroblast (subtipo indeterminado),CD_vs_HC,HOPX,1.4591,4.6161,0.022585
GSM6614363_CD-4,Fibroblast (subtipo indeterminado),CD_vs_HC,HOPX,3.6215,4.6161,0.022585
GSM6614364_CD-5,Fibroblast (subtipo indeterminado),CD_vs_HC,HOPX,0.81098,4.6161,0.022585
GSM6614365_CD-6,Fibroblast (subtipo indeterminado),CD_vs_HC,HOPX,1.7375,4.6161,0.022585
GSM6614348_HC-1,Fibroblast (subtipo indeterminado),CD_vs_HC,CXCL3,2.5398,3.952,0.049557
GSM6614349_HC-2,Fibroblast (subtipo indeterminado),CD_vs_HC,CXCL3,0,3.952,0.049557
GSM6614350_HC-3,Fibroblast (subtipo indeterminado),CD_vs_HC,CXCL3,3.4909,3.952,0.049557
GSM6614351_HC-4,Fibroblast (subtipo indeterminado),CD_vs_HC,CXCL3,2.1404,3.952,0.049557
GSM6614352_HC-5,Fibroblast (subtipo indeterminado),CD_vs_HC,CXCL3,3.5066,3.952,0.049557
GSM6614353_HC-6,Fibroblast (subtipo indeterminado),CD_vs_HC,CXCL3,3.7822,3.952,0.049557
GSM6614354_UC-1,Fibroblast (subtipo indeterminado),CD_vs_HC,CXCL3,5.5544,3.952,0.049557
GSM6614355_UC-2,Fibroblast (subtipo indeterminado),CD_vs_HC,CXCL3,2.9418,3.952,0.049557
GSM6614356_UC-3,Fibroblast (subtipo indeterminado),CD_vs_HC,CXCL3,3.2601,3.952,0.049557
GSM6614357_UC-4,Fibroblast (subtipo indeterminado),CD_vs_HC,CXCL3,4.2585,3.952,0.049557
GSM6614358_UC-5,Fibroblast (subtipo indeterminado),CD_vs_HC,CXCL3,7.0292,3.952,0.049557
GSM6614359_UC-6,Fibroblast (subtipo indeterminado),CD_vs_HC,CXCL3,5.567,3.952,0.049557
GSM6614360_CD-1,Fibroblast (subtipo indeterminado),CD_vs_HC,CXCL3,2.5066,3.952,0.049557
GSM6614361_CD-2,Fibroblast (subtipo indeterminado),CD_vs_HC,CXCL3,0,3.952,0.049557
GSM6614362_CD-3,Fibroblast (subtipo indeterminado),CD_vs_HC,CXCL3,5.204,3.952,0.049557
GSM6614363_CD-4,Fibroblast (subtipo indeterminado),CD_vs_HC,CXCL3,5.3823,3.952,0.049557
GSM6614364_CD-5,Fibroblast (subtipo indeterminado),CD_vs_HC,CXCL3,9.5882,3.952,0.049557
GSM6614365_CD-6,Fibroblast (subtipo indeterminado),CD_vs_HC,CXCL3,4.6804,3.952,0.049557
GSM6614348_HC-1,Fibroblast (subtipo indeterminado),CD_vs_HC,EREG,0,5.8559,0.046343
GSM6614349_HC-2,Fibroblast (subtipo indeterminado),CD_vs_HC,EREG,0,5.8559,0.046343
GSM6614350_HC-3,Fibroblast (subtipo indeterminado),CD_vs_HC,EREG,0,5.8559,0.046343
GSM6614351_HC-4,Fibroblast (subtipo indeterminado),CD_vs_HC,EREG,0,5.8559,0.046343
GSM6614352_HC-5,Fibroblast (subtipo indeterminado),CD_vs_HC,EREG,0.2491,5.8559,0.046343
GSM6614353_HC-6,Fibroblast (subtipo indeterminado),CD_vs_HC,EREG,0,5.8559,0.046343
GSM6614354_UC-1,Fibroblast (subtipo indeterminado),CD_vs_HC,EREG,2.8511,5.8559,0.046343
GSM6614355_UC-2,Fibroblast (subtipo indeterminado),CD_vs_HC,EREG,4.3959,5.8559,0.046343
GSM6614356_UC-3,Fibroblast (subtipo indeterminado),CD_vs_HC,EREG,0,5.8559,0.046343
GSM6614357_UC-4,Fibroblast (subtipo indeterminado),CD_vs_HC,EREG,0,5.8559,0.046343
GSM6614358_UC-5,Fibroblast (subtipo indeterminado),CD_vs_HC,EREG,4.0851,5.8559,0.046343
GSM6614359_UC-6,Fibroblast (subtipo indeterminado),CD_vs_HC,EREG,2.9315,5.8559,0.046343
GSM6614360_CD-1,Fibroblast (subtipo indeterminado),CD_vs_HC,EREG,0,5.8559,0.046343
GSM6614361_CD-2,Fibroblast (subtipo indeterminado),CD_vs_HC,EREG,2.0086,5.8559,0.046343
GSM6614362_CD-3,Fibroblast (subtipo indeterminado),CD_vs_HC,EREG,3.4671,5.8559,0.046343
GSM6614363_CD-4,Fibroblast (subtipo indeterminado),CD_vs_HC,EREG,0,5.8559,0.046343
GSM6614364_CD-5,Fibroblast (subtipo indeterminado),CD_vs_HC,EREG,5.357,5.8559,0.046343
GSM6614365_CD-6,Fibroblast (subtipo indeterminado),CD_vs_HC,EREG,0,5.8559,0.046343
GSM6614348_HC-1,Fibroblast (subtipo indeterminado),CD_vs_HC,EMCN,1.3813,-3.327,0.017318
GSM6614349_HC-2,Fibroblast (subtipo indeterminado),CD_vs_HC,EMCN,2.3832,-3.327,0.017318
GSM6614350_HC-3,Fibroblast (subtipo indeterminado),CD_vs_HC,EMCN,3.118,-3.327,0.017318
GSM6614351_HC-4,Fibroblast (subtipo indeterminado),CD_vs_HC,EMCN,4.6137,-3.327,0.017318
GSM6614352_HC-5,Fibroblast (subtipo indeterminado),CD_vs_HC,EMCN,4.1669,-3.327,0.017318
GSM6614353_HC-6,Fibroblast (subtipo indeterminado),CD_vs_HC,EMCN,3.5066,-3.327,0.017318
GSM6614354_UC-1,Fibroblast (subtipo indeterminado),CD_vs_HC,EMCN,0,-3.327,0.017318
GSM6614355_UC-2,Fibroblast (subtipo indeterminado),CD_vs_HC,EMCN,0,-3.327,0.017318
GSM6614356_UC-3,Fibroblast (subtipo indeterminado),CD_vs_HC,EMCN,0,-3.327,0.017318
GSM6614357_UC-4,Fibroblast (subtipo indeterminado),CD_vs_HC,EMCN,0,-3.327,0.017318
GSM6614358_UC-5,Fibroblast (subtipo indeterminado),CD_vs_HC,EMCN,1.1562,-3.327,0.017318
GSM6614359_UC-6,Fibroblast (subtipo indeterminado),CD_vs_HC,EMCN,0,-3.327,0.017318
GSM6614360_CD-1,Fibroblast (subtipo indeterminado),CD_vs_HC,EMCN,0,-3.327,0.017318
GSM6614361_CD-2,Fibroblast (subtipo indeterminado),CD_vs_HC,EMCN,0,-3.327,0.017318
GSM6614362_CD-3,Fibroblast (subtipo indeterminado),CD_vs_HC,EMCN,0.52339,-3.327,0.017318
GSM6614363_CD-4,Fibroblast (subtipo indeterminado),CD_vs_HC,EMCN,0,-3.327,0.017318
GSM6614364_CD-5,Fibroblast (subtipo indeterminado),CD_vs_HC,EMCN,0.81098,-3.327,0.017318
GSM6614365_CD-6,Fibroblast (subtipo indeterminado),CD_vs_HC,EMCN,1.9461,-3.327,0.017318
GSM6614348_HC-1,Fibroblast (subtipo indeterminado),CD_vs_HC,EDNRA,1.3813,2.8477,6.5211e-05
GSM6614349_HC-2,Fibroblast (subtipo indeterminado),CD_vs_HC,EDNRA,3.2379,2.8477,6.5211e-05
GSM6614350_HC-3,Fibroblast (subtipo indeterminado),CD_vs_HC,EDNRA,1.1892,2.8477,6.5211e-05
GSM6614351_HC-4,Fibroblast (subtipo indeterminado),CD_vs_HC,EDNRA,2.5666,2.8477,6.5211e-05
GSM6614352_HC-5,Fibroblast (subtipo indeterminado),CD_vs_HC,EDNRA,1.2137,2.8477,6.5211e-05
GSM6614353_HC-6,Fibroblast (subtipo indeterminado),CD_vs_HC,EDNRA,2.5321,2.8477,6.5211e-05
GSM6614354_UC-1,Fibroblast (subtipo indeterminado),CD_vs_HC,EDNRA,2.2416,2.8477,6.5211e-05
GSM6614355_UC-2,Fibroblast (subtipo indeterminado),CD_vs_HC,EDNRA,3.6017,2.8477,6.5211e-05
GSM6614356_UC-3,Fibroblast (subtipo indeterminado),CD_vs_HC,EDNRA,3.0888,2.8477,6.5211e-05
GSM6614357_UC-4,Fibroblast (subtipo indeterminado),CD_vs_HC,EDNRA,3.0454,2.8477,6.5211e-05
GSM6614358_UC-5,Fibroblast (subtipo indeterminado),CD_vs_HC,EDNRA,3.9767,2.8477,6.5211e-05
GSM6614359_UC-6,Fibroblast (subtipo indeterminado),CD_vs_HC,EDNRA,3.1952,2.8477,6.5211e-05
GSM6614360_CD-1,Fibroblast (subtipo indeterminado),CD_vs_HC,EDNRA,5.9514,2.8477,6.5211e-05
GSM6614361_CD-2,Fibroblast (subtipo indeterminado),CD_vs_HC,EDNRA,4.8184,2.8477,6.5211e-05
GSM6614362_CD-3,Fibroblast (subtipo indeterminado),CD_vs_HC,EDNRA,4.8132,2.8477,6.5211e-05
GSM6614363_CD-4,Fibroblast (subtipo indeterminado),CD_vs_HC,EDNRA,4.8145,2.8477,6.5211e-05
GSM6614364_CD-5,Fibroblast (subtipo indeterminado),CD_vs_HC,EDNRA,4.6946,2.8477,6.5211e-05
GSM6614365_CD-6,Fibroblast (subtipo indeterminado),CD_vs_HC,EDNRA,3.2173,2.8477,6.5211e-05
GSM6614348_HC-1,Fibroblast (subtipo indeterminado),CD_vs_HC,GUCY1A1,2.8914,1.6449,0.049557
GSM6614349_HC-2,Fibroblast (subtipo indeterminado),CD_vs_HC,GUCY1A1,3.8783,1.6449,0.049557
GSM6614350_HC-3,Fibroblast (subtipo indeterminado),CD_vs_HC,GUCY1A1,3.118,1.6449,0.049557
GSM6614351_HC-4,Fibroblast (subtipo indeterminado),CD_vs_HC,GUCY1A1,2.1404,1.6449,0.049557
GSM6614352_HC-5,Fibroblast (subtipo indeterminado),CD_vs_HC,GUCY1A1,2.9607,1.6449,0.049557
GSM6614353_HC-6,Fibroblast (subtipo indeterminado),CD_vs_HC,GUCY1A1,3.7398,1.6449,0.049557
GSM6614354_UC-1,Fibroblast (subtipo indeterminado),CD_vs_HC,GUCY1A1,3.2782,1.6449,0.049557
GSM6614355_UC-2,Fibroblast (subtipo indeterminado),CD_vs_HC,GUCY1A1,4.6729,1.6449,0.049557
GSM6614356_UC-3,Fibroblast (subtipo indeterminado),CD_vs_HC,GUCY1A1,4.6819,1.6449,0.049557
GSM6614357_UC-4,Fibroblast (subtipo indeterminado),CD_vs_HC,GUCY1A1,4.5089,1.6449,0.049557
GSM6614358_UC-5,Fibroblast (subtipo indeterminado),CD_vs_HC,GUCY1A1,5.4186,1.6449,0.049557
GSM6614359_UC-6,Fibroblast (subtipo indeterminado),CD_vs_HC,GUCY1A1,3.418,1.6449,0.049557
GSM6614360_CD-1,Fibroblast (subtipo indeterminado),CD_vs_HC,GUCY1A1,4.8628,1.6449,0.049557
GSM6614361_CD-2,Fibroblast (subtipo indeterminado),CD_vs_HC,GUCY1A1,4.9653,1.6449,0.049557
GSM6614362_CD-3,Fibroblast (subtipo indeterminado),CD_vs_HC,GUCY1A1,4.5152,1.6449,0.049557
GSM6614363_CD-4,Fibroblast (subtipo indeterminado),CD_vs_HC,GUCY1A1,4.5617,1.6449,0.049557
GSM6614364_CD-5,Fibroblast (subtipo indeterminado),CD_vs_HC,GUCY1A1,5.623,1.6449,0.049557
GSM6614365_CD-6,Fibroblast (subtipo indeterminado),CD_vs_HC,GUCY1A1,3.1765,1.6449,0.049557
GSM6614348_HC-1,Fibroblast (subtipo indeterminado),CD_vs_HC,GUCY1B1,3.174,1.7177,0.0037998
GSM6614349_HC-2,Fibroblast (subtipo indeterminado),CD_vs_HC,GUCY1B1,2.8729,1.7177,0.0037998
GSM6614350_HC-3,Fibroblast (subtipo indeterminado),CD_vs_HC,GUCY1B1,2.8878,1.7177,0.0037998
GSM6614351_HC-4,Fibroblast (subtipo indeterminado),CD_vs_HC,GUCY1B1,2.3692,1.7177,0.0037998
GSM6614352_HC-5,Fibroblast (subtipo indeterminado),CD_vs_HC,GUCY1B1,2.6501,1.7177,0.0037998
GSM6614353_HC-6,Fibroblast (subtipo indeterminado),CD_vs_HC,GUCY1B1,3.3462,1.7177,0.0037998
GSM6614354_UC-1,Fibroblast (subtipo indeterminado),CD_vs_HC,GUCY1B1,4.2019,1.7177,0.0037998
GSM6614355_UC-2,Fibroblast (subtipo indeterminado),CD_vs_HC,GUCY1B1,3.3092,1.7177,0.0037998
GSM6614356_UC-3,Fibroblast (subtipo indeterminado),CD_vs_HC,GUCY1B1,3.6778,1.7177,0.0037998
GSM6614357_UC-4,Fibroblast (subtipo indeterminado),CD_vs_HC,GUCY1B1,3.5709,1.7177,0.0037998
GSM6614358_UC-5,Fibroblast (subtipo indeterminado),CD_vs_HC,GUCY1B1,4.6414,1.7177,0.0037998
GSM6614359_UC-6,Fibroblast (subtipo indeterminado),CD_vs_HC,GUCY1B1,4.1142,1.7177,0.0037998
GSM6614360_CD-1,Fibroblast (subtipo indeterminado),CD_vs_HC,GUCY1B1,4.8628,1.7177,0.0037998
GSM6614361_CD-2,Fibroblast (subtipo indeterminado),CD_vs_HC,GUCY1B1,5.0986,1.7177,0.0037998
GSM6614362_CD-3,Fibroblast (subtipo indeterminado),CD_vs_HC,GUCY1B1,4.3078,1.7177,0.0037998
GSM6614363_CD-4,Fibroblast (subtipo indeterminado),CD_vs_HC,GUCY1B1,4.0731,1.7177,0.0037998
GSM6614364_CD-5,Fibroblast (subtipo indeterminado),CD_vs_HC,GUCY1B1,4.9624,1.7177,0.0037998
GSM6614365_CD-6,Fibroblast (subtipo indeterminado),CD_vs_HC,GUCY1B1,3.2956,1.7177,0.0037998
GSM6614348_HC-1,Fibroblast (subtipo indeterminado),CD_vs_HC,TDO2,3.613,2.3564,0.013019
GSM6614349_HC-2,Fibroblast (subtipo indeterminado),CD_vs_HC,TDO2,4.6581,2.3564,0.013019
GSM6614350_HC-3,Fibroblast (subtipo indeterminado),CD_vs_HC,TDO2,2.8878,2.3564,0.013019
GSM6614351_HC-4,Fibroblast (subtipo indeterminado),CD_vs_HC,TDO2,2.0108,2.3564,0.013019
GSM6614352_HC-5,Fibroblast (subtipo indeterminado),CD_vs_HC,TDO2,4.0404,2.3564,0.013019
GSM6614353_HC-6,Fibroblast (subtipo indeterminado),CD_vs_HC,TDO2,3.2885,2.3564,0.013019
GSM6614354_UC-1,Fibroblast (subtipo indeterminado),CD_vs_HC,TDO2,4.9464,2.3564,0.013019
GSM6614355_UC-2,Fibroblast (subtipo indeterminado),CD_vs_HC,TDO2,6.2621,2.3564,0.013019
GSM6614356_UC-3,Fibroblast (subtipo indeterminado),CD_vs_HC,TDO2,4.3438,2.3564,0.013019
GSM6614357_UC-4,Fibroblast (subtipo indeterminado),CD_vs_HC,TDO2,5.0726,2.3564,0.013019
GSM6614358_UC-5,Fibroblast (subtipo indeterminado),CD_vs_HC,TDO2,5.9783,2.3564,0.013019
GSM6614359_UC-6,Fibroblast (subtipo indeterminado),CD_vs_HC,TDO2,4.3846,2.3564,0.013019
GSM6614360_CD-1,Fibroblast (subtipo indeterminado),CD_vs_HC,TDO2,4.8628,2.3564,0.013019
GSM6614361_CD-2,Fibroblast (subtipo indeterminado),CD_vs_HC,TDO2,4.4703,2.3564,0.013019
GSM6614362_CD-3,Fibroblast (subtipo indeterminado),CD_vs_HC,TDO2,5.4257,2.3564,0.013019
GSM6614363_CD-4,Fibroblast (subtipo indeterminado),CD_vs_HC,TDO2,4.6937,2.3564,0.013019
GSM6614364_CD-5,Fibroblast (subtipo indeterminado),CD_vs_HC,TDO2,7.7947,2.3564,0.013019
GSM6614365_CD-6,Fibroblast (subtipo indeterminado),CD_vs_HC,TDO2,4.0271,2.3564,0.013019
GSM6614348_HC-1,Fibroblast (subtipo indeterminado),CD_vs_HC,ACSL1,0,2.6278,0.026113
GSM6614349_HC-2,Fibroblast (subtipo indeterminado),CD_vs_HC,ACSL1,1.0386,2.6278,0.026113
GSM6614350_HC-3,Fibroblast (subtipo indeterminado),CD_vs_HC,ACSL1,0,2.6278,0.026113
GSM6614351_HC-4,Fibroblast (subtipo indeterminado),CD_vs_HC,ACSL1,1.8684,2.6278,0.026113
GSM6614352_HC-5,Fibroblast (subtipo indeterminado),CD_vs_HC,ACSL1,1.4309,2.6278,0.026113
GSM6614353_HC-6,Fibroblast (subtipo indeterminado),CD_vs_HC,ACSL1,1.3756,2.6278,0.026113
GSM6614354_UC-1,Fibroblast (subtipo indeterminado),CD_vs_HC,ACSL1,1.1655,2.6278,0.026113
GSM6614355_UC-2,Fibroblast (subtipo indeterminado),CD_vs_HC,ACSL1,1.6906,2.6278,0.026113
GSM6614356_UC-3,Fibroblast (subtipo indeterminado),CD_vs_HC,ACSL1,2.4033,2.6278,0.026113
GSM6614357_UC-4,Fibroblast (subtipo indeterminado),CD_vs_HC,ACSL1,2.2104,2.6278,0.026113
GSM6614358_UC-5,Fibroblast (subtipo indeterminado),CD_vs_HC,ACSL1,1.7896,2.6278,0.026113
GSM6614359_UC-6,Fibroblast (subtipo indeterminado),CD_vs_HC,ACSL1,1.604,2.6278,0.026113
GSM6614360_CD-1,Fibroblast (subtipo indeterminado),CD_vs_HC,ACSL1,2.5066,2.6278,0.026113
GSM6614361_CD-2,Fibroblast (subtipo indeterminado),CD_vs_HC,ACSL1,3.711,2.6278,0.026113
GSM6614362_CD-3,Fibroblast (subtipo indeterminado),CD_vs_HC,ACSL1,2.9995,2.6278,0.026113
GSM6614363_CD-4,Fibroblast (subtipo indeterminado),CD_vs_HC,ACSL1,1.7056,2.6278,0.026113
GSM6614364_CD-5,Fibroblast (subtipo indeterminado),CD_vs_HC,ACSL1,4.652,2.6278,0.026113
GSM6614365_CD-6,Fibroblast (subtipo indeterminado),CD_vs_HC,ACSL1,1.6206,2.6278,0.026113
GSM6614348_HC-1,Fibroblast (subtipo indeterminado),CD_vs_HC,ADAMTS6,0,3.0218,0.014395
GSM6614349_HC-2,Fibroblast (subtipo indeterminado),CD_vs_HC,ADAMTS6,2.3832,3.0218,0.014395
GSM6614350_HC-3,Fibroblast (subtipo indeterminado),CD_vs_HC,ADAMTS6,2.2753,3.0218,0.014395
GSM6614351_HC-4,Fibroblast (subtipo indeterminado),CD_vs_HC,ADAMTS6,1.3306,3.0218,0.014395
GSM6614352_HC-5,Fibroblast (subtipo indeterminado),CD_vs_HC,ADAMTS6,0.81054,3.0218,0.014395
GSM6614353_HC-6,Fibroblast (subtipo indeterminado),CD_vs_HC,ADAMTS6,1.1349,3.0218,0.014395
GSM6614354_UC-1,Fibroblast (subtipo indeterminado),CD_vs_HC,ADAMTS6,4.4681,3.0218,0.014395
GSM6614355_UC-2,Fibroblast (subtipo indeterminado),CD_vs_HC,ADAMTS6,4.3959,3.0218,0.014395
GSM6614356_UC-3,Fibroblast (subtipo indeterminado),CD_vs_HC,ADAMTS6,2.4033,3.0218,0.014395
GSM6614357_UC-4,Fibroblast (subtipo indeterminado),CD_vs_HC,ADAMTS6,3.5709,3.0218,0.014395
GSM6614358_UC-5,Fibroblast (subtipo indeterminado),CD_vs_HC,ADAMTS6,3.7971,3.0218,0.014395
GSM6614359_UC-6,Fibroblast (subtipo indeterminado),CD_vs_HC,ADAMTS6,3.0249,3.0218,0.014395
GSM6614360_CD-1,Fibroblast (subtipo indeterminado),CD_vs_HC,ADAMTS6,5.9514,3.0218,0.014395
GSM6614361_CD-2,Fibroblast (subtipo indeterminado),CD_vs_HC,ADAMTS6,0,3.0218,0.014395
GSM6614362_CD-3,Fibroblast (subtipo indeterminado),CD_vs_HC,ADAMTS6,3.2187,3.0218,0.014395
GSM6614363_CD-4,Fibroblast (subtipo indeterminado),CD_vs_HC,ADAMTS6,2.9607,3.0218,0.014395
GSM6614364_CD-5,Fibroblast (subtipo indeterminado),CD_vs_HC,ADAMTS6,4.4675,3.0218,0.014395
GSM6614365_CD-6,Fibroblast (subtipo indeterminado),CD_vs_HC,ADAMTS6,2.0401,3.0218,0.014395
GSM6614348_HC-1,Fibroblast (subtipo indeterminado),CD_vs_HC,NREP,4.3406,1.2693,0.032004
GSM6614349_HC-2,Fibroblast (subtipo indeterminado),CD_vs_HC,NREP,3.3907,1.2693,0.032004
GSM6614350_HC-3,Fibroblast (subtipo indeterminado),CD_vs_HC,NREP,0,1.2693,0.032004
GSM6614351_HC-4,Fibroblast (subtipo indeterminado),CD_vs_HC,NREP,3.3349,1.2693,0.032004
GSM6614352_HC-5,Fibroblast (subtipo indeterminado),CD_vs_HC,NREP,2.9607,1.2693,0.032004
