gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,cell_type,comparison
B3GALT6,3.1554,-0.41091,0.59903,-0.68595,0.49274,0.99986,Fibroblast (subtipo indeterminado),UC_vs_CD
C1QTNF12,0.22189,0.72095,2.399,0.30052,0.76378,0.99986,Fibroblast (subtipo indeterminado),UC_vs_CD
AL162741.1,0.041911,-0.80097,4.0507,-0.19774,0.84325,0.99986,Fibroblast (subtipo indeterminado),UC_vs_CD
UBE2J2,9.2452,0.03183,0.60617,0.05251,0.95812,0.99986,Fibroblast (subtipo indeterminado),UC_vs_CD
SCNN1D,0.61978,-0.61745,1.3078,-0.47213,0.63684,0.99986,Fibroblast (subtipo indeterminado),UC_vs_CD
ACAP3,6.6895,0.19129,0.61563,0.31072,0.75601,0.99986,Fibroblast (subtipo indeterminado),UC_vs_CD
PUSL1,3.4821,0.17313,0.77724,0.22275,0.82373,0.99986,Fibroblast (subtipo indeterminado),UC_vs_CD
INTS11,17.905,0.18637,0.31815,0.58578,0.55802,0.99986,Fibroblast (subtipo indeterminado),UC_vs_CD
CPTP,3.4028,-0.20546,0.5674,-0.36212,0.71727,0.99986,Fibroblast (subtipo indeterminado),UC_vs_CD
DVL1,4.4374,-0.8427,0.49551,-1.7007,0.089003,0.99986,Fibroblast (subtipo indeterminado),UC_vs_CD
MXRA8,49.521,0.072121,0.33563,0.21488,0.82986,0.99986,Fibroblast (subtipo indeterminado),UC_vs_CD
AURKAIP1,43.534,-0.43612,0.46481,-0.93827,0.34811,0.99986,Fibroblast (subtipo indeterminado),UC_vs_CD
CCNL2,32.381,-0.11466,0.40036,-0.2864,0.77457,0.99986,Fibroblast (subtipo indeterminado),UC_vs_CD
MRPL20,48.415,0.15803,0.24957,0.63321,0.52659,0.99986,Fibroblast (subtipo indeterminado),UC_vs_CD
AL391244.3,0.41303,0.40261,1.771,0.22734,0.82016,0.99986,Fibroblast (subtipo indeterminado),UC_vs_CD
ANKRD65,3.6283,-0.31761,0.81632,-0.38908,0.69722,0.99986,Fibroblast (subtipo indeterminado),UC_vs_CD
LINC01770,0.282,1.2169,3.2047,0.37972,0.70415,0.99986,Fibroblast (subtipo indeterminado),UC_vs_CD
VWA1,6.0929,-0.49326,0.50806,-0.97088,0.33161,0.99986,Fibroblast (subtipo indeterminado),UC_vs_CD
ATAD3C,0.26161,0.1149,1.6199,0.070931,0.94345,0.99986,Fibroblast (subtipo indeterminado),UC_vs_CD
ATAD3B,4.6977,-0.69427,0.76682,-0.90539,0.36526,0.99986,Fibroblast (subtipo indeterminado),UC_vs_CD
ATAD3A,3.0611,0.015203,0.71574,0.021241,0.98305,0.99986,Fibroblast (subtipo indeterminado),UC_vs_CD
TMEM240,0.16319,-0.86375,2.5104,-0.34406,0.7308,0.99986,Fibroblast (subtipo indeterminado),UC_vs_CD
SSU72,22.827,0.36681,0.32641,1.1238,0.26111,0.99986,Fibroblast (subtipo indeterminado),UC_vs_CD
AL645728.1,2.3844,0.41007,0.89378,0.45881,0.64637,0.99986,Fibroblast (subtipo indeterminado),UC_vs_CD
FNDC10,0.36741,-1.5617,1.6608,-0.94032,0.34705,0.99986,Fibroblast (subtipo indeterminado),UC_vs_CD
AL691432.2,1.6775,-0.48167,0.84744,-0.56838,0.56977,0.99986,Fibroblast (subtipo indeterminado),UC_vs_CD
MIB2,4.1559,-0.54729,0.85453,-0.64046,0.52188,0.99986,Fibroblast (subtipo indeterminado),UC_vs_CD
MMP23B,11.032,-0.66809,0.74413,-0.89781,0.36929,0.99986,Fibroblast (subtipo indeterminado),UC_vs_CD
CDK11B,12.524,0.30291,0.44166,0.68585,0.49281,0.99986,Fibroblast (subtipo indeterminado),UC_vs_CD
FO704657.1,0.074531,-0.87693,3.8307,-0.22892,0.81893,0.99986,Fibroblast (subtipo indeterminado),UC_vs_CD
SLC35E2B,5.8635,0.25251,0.48681,0.5187,0.60397,0.99986,Fibroblast (subtipo indeterminado),UC_vs_CD
CDK11A,11.533,0.21243,0.41331,0.51397,0.60727,0.99986,Fibroblast (subtipo indeterminado),UC_vs_CD
SLC35E2A,4.5861,-0.80039,0.63936,-1.2519,0.21062,0.99986,Fibroblast (subtipo indeterminado),UC_vs_CD
NADK,5.6034,-0.3298,0.52449,-0.62879,0.52949,0.99986,Fibroblast (subtipo indeterminado),UC_vs_CD
GNB1,31.886,-0.098009,0.24986,-0.39225,0.69487,0.99986,Fibroblast (subtipo indeterminado),UC_vs_CD
AL109917.1,0.01441,-0.46131,4.0957,-0.11263,0.91032,0.99986,Fibroblast (subtipo indeterminado),UC_vs_CD
