gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,cell_type,comparison
SCMH1,0.22888,-0.35208,1.8498,-0.19033,0.84905,0.99898,Plasma (subtipo indeterminado),UC_vs_CD
HIVEP3,0.13414,0.43936,2.0139,0.21816,0.8273,0.99898,Plasma (subtipo indeterminado),UC_vs_CD
GUCA2B,0.18078,1.2596,3.0128,0.41809,0.67588,0.99898,Plasma (subtipo indeterminado),UC_vs_CD
GUCA2A,0.27268,0.37897,2.3843,0.15894,0.87372,0.99898,Plasma (subtipo indeterminado),UC_vs_CD
FOXJ3,1.0333,-0.58776,0.96443,-0.60944,0.54223,0.99898,Plasma (subtipo indeterminado),UC_vs_CD
PPCS,2.0035,0.42125,0.72208,0.58338,0.55964,0.99898,Plasma (subtipo indeterminado),UC_vs_CD
CCDC30,0.50045,0.31609,1.4795,0.21365,0.83082,0.99898,Plasma (subtipo indeterminado),UC_vs_CD
PPIH,0.52877,0.081631,1.2546,0.065064,0.94812,0.99898,Plasma (subtipo indeterminado),UC_vs_CD
YBX1,4.3304,-0.54226,0.75346,-0.71969,0.47171,0.99898,Plasma (subtipo indeterminado),UC_vs_CD
P3H1,0.39545,0.55853,1.4837,0.37643,0.70659,0.99898,Plasma (subtipo indeterminado),UC_vs_CD
C1orf50,0.096132,0.26783,2.6681,0.10038,0.92004,0.99898,Plasma (subtipo indeterminado),UC_vs_CD
SVBP,0.91731,1.6217,1.1854,1.3681,0.17129,0.99898,Plasma (subtipo indeterminado),UC_vs_CD
ERMAP,0.11792,-0.42354,2.8283,-0.14975,0.88096,0.99898,Plasma (subtipo indeterminado),UC_vs_CD
ZNF691,0.12272,1.2275,4.0228,0.30514,0.76026,0.99898,Plasma (subtipo indeterminado),UC_vs_CD
