gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,cell_type,comparison
NDUFS5,90.708,-0.21862,0.36045,-0.60652,0.54417,0.89597,Goblet,CD_vs_HC
MACF1,23.18,0.015275,0.31888,0.047903,0.96179,0.99208,Goblet,CD_vs_HC
BMP8A,0.025083,-0.12923,3.7543,-0.034423,0.97254,,Goblet,CD_vs_HC
PABPC4,19.94,-0.088627,0.2213,-0.40049,0.6888,0.93882,Goblet,CD_vs_HC
HEYL,0.022962,0.80201,3.7604,0.21328,0.83111,,Goblet,CD_vs_HC
PPIE,4.8846,0.25089,0.40624,0.61758,0.53685,0.89252,Goblet,CD_vs_HC
BMP8B,0.50438,-0.41069,1.0321,-0.39792,0.69069,,Goblet,CD_vs_HC
OXCT2,0.60847,-1.7211,1.4695,-1.1712,0.2415,,Goblet,CD_vs_HC
AL033527.3,0.035374,-0.12923,3.7543,-0.034423,0.97254,,Goblet,CD_vs_HC
AL033527.5,0.19656,0.73646,2.7072,0.27204,0.78559,,Goblet,CD_vs_HC
AL033527.4,0.052615,0.21124,3.7008,0.05708,0.95448,,Goblet,CD_vs_HC
TRIT1,1.9257,0.013232,0.6534,0.020251,0.98384,,Goblet,CD_vs_HC
MYCL,5.2715,-0.30682,0.56211,-0.54584,0.58518,0.91004,Goblet,CD_vs_HC
MFSD2A,11.13,1.1872,0.40016,2.9669,0.0030082,0.11729,Goblet,CD_vs_HC
CAP1,27.468,-0.13454,0.2597,-0.51807,0.60441,0.9171,Goblet,CD_vs_HC
PPT1,1.7201,0.71591,0.69756,1.0263,0.30475,,Goblet,CD_vs_HC
RLF,6.0704,0.1744,0.3653,0.47741,0.63307,0.92296,Goblet,CD_vs_HC
TMCO2,0.035374,-0.12923,3.7543,-0.034423,0.97254,,Goblet,CD_vs_HC
AL050341.2,2.7029,-0.54949,0.57402,-0.95727,0.33843,,Goblet,CD_vs_HC
ZMPSTE24,4.1574,1.1349,0.45907,2.4721,0.013431,0.24462,Goblet,CD_vs_HC
COL9A2,3.2676,0.2368,0.49531,0.47808,0.63259,0.92296,Goblet,CD_vs_HC
SMAP2,2.9968,0.77701,0.55134,1.4093,0.15875,0.6338,Goblet,CD_vs_HC
AL031985.4,0.2438,0.85068,3.2535,0.26147,0.79373,,Goblet,CD_vs_HC
