gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,cell_type,comparison
MORN1,0.51865,-0.36634,1.1199,-0.32711,0.74358,,PC IgG,UC_vs_CD
RER1,66.359,-0.67722,0.52496,-1.29,0.19703,0.53387,PC IgG,UC_vs_CD
PEX10,3.1786,-1.3105,0.83006,-1.5788,0.11439,,PC IgG,UC_vs_CD
PLCH2,0.22589,-2.2412,2.6742,-0.83808,0.40199,,PC IgG,UC_vs_CD
PANK4,2.1888,-0.2588,0.63432,-0.40799,0.68328,,PC IgG,UC_vs_CD
HES5,0.49465,-1.4384,4.011,-0.35861,0.71989,,PC IgG,UC_vs_CD
AL139246.5,1.2178,-0.69862,0.84766,-0.82418,0.40984,,PC IgG,UC_vs_CD
TNFRSF14-AS1,5.7042,-0.39191,0.42066,-0.93166,0.35151,0.67753,PC IgG,UC_vs_CD
TNFRSF14,33.396,-0.60204,0.42164,-1.4278,0.15334,0.47548,PC IgG,UC_vs_CD
AL139246.3,0.29952,-0.13268,1.2709,-0.1044,0.91685,,PC IgG,UC_vs_CD
FAM213B,1.0704,-0.097838,0.94762,-0.10325,0.91777,,PC IgG,UC_vs_CD
TTC34,0.30132,0.62926,1.8999,0.33121,0.74049,,PC IgG,UC_vs_CD
ARHGEF16,1.1005,-1.5097,1.4284,-1.0569,0.29055,,PC IgG,UC_vs_CD
AL513320.1,0.24821,-2.1246,1.8618,-1.1412,0.2538,,PC IgG,UC_vs_CD
TPRG1L,4.6296,-0.48062,0.52549,-0.91461,0.3604,,PC IgG,UC_vs_CD
WRAP73,5.9207,-0.0042413,0.40323,-0.010518,0.99161,0.9971,PC IgG,UC_vs_CD
TP73,1.2935,-0.27704,0.61857,-0.44787,0.65425,,PC IgG,UC_vs_CD
AL136528.1,0.0068398,-1.1347,3.9654,-0.28616,0.77476,,PC IgG,UC_vs_CD
CCDC27,0.074097,-2.283,3.8988,-0.58555,0.55818,,PC IgG,UC_vs_CD
SMIM1,7.0504,-0.46523,0.57927,-0.80313,0.4219,0.72976,PC IgG,UC_vs_CD
LRRC47,4.7087,0.16097,0.54791,0.29378,0.76892,,PC IgG,UC_vs_CD
CEP104,5.495,-0.4237,0.41952,-1.01,0.31251,,PC IgG,UC_vs_CD
DFFB,2.0181,-0.19328,0.55728,-0.34682,0.72873,,PC IgG,UC_vs_CD
C1orf174,5.9026,0.037673,0.36558,0.10305,0.91792,0.97055,PC IgG,UC_vs_CD
LINC01134,0.35397,0.089222,1.2258,0.072787,0.94198,,PC IgG,UC_vs_CD
AL805961.2,0.034139,-0.49635,3.8912,-0.12756,0.8985,,PC IgG,UC_vs_CD
AJAP1,0.19573,-0.48229,2.3922,-0.20161,0.84022,,PC IgG,UC_vs_CD
NPHP4,1.0544,-0.86983,0.69627,-1.2493,0.21157,,PC IgG,UC_vs_CD
KCNAB2,5.8243,-0.57026,0.37342,-1.5271,0.12673,0.44181,PC IgG,UC_vs_CD
RPL22,561.79,0.26034,0.19342,1.346,0.17831,0.51024,PC IgG,UC_vs_CD
AL031847.1,0.24874,-0.13143,1.3867,-0.094784,0.92449,,PC IgG,UC_vs_CD
RNF207,1.3298,-1.4439,0.90497,-1.5955,0.1106,,PC IgG,UC_vs_CD
ICMT,2.4911,-0.13989,0.50099,-0.27923,0.78007,,PC IgG,UC_vs_CD
LINC00337,0.19152,-1.6992,2.38,-0.71394,0.47526,,PC IgG,UC_vs_CD
GPR153,0.060539,-1.4356,3.8596,-0.37195,0.70993,,PC IgG,UC_vs_CD
ACOT7,0.98563,0.98447,1.0358,0.95041,0.34191,,PC IgG,UC_vs_CD
AL031848.2,0.48046,-0.92141,1.7152,-0.53719,0.59114,,PC IgG,UC_vs_CD
HES2,0.3384,-1.1937,1.5557,-0.76727,0.44292,,PC IgG,UC_vs_CD
ESPN,0.11669,-2.1688,3.9566,-0.54813,0.5836,,PC IgG,UC_vs_CD
TNFRSF25,0.48532,-2.6959,2.3922,-1.1269,0.25977,,PC IgG,UC_vs_CD
PLEKHG5,0.13715,-1.6948,3.3062,-0.51261,0.60823,,PC IgG,UC_vs_CD
NOL9,3.9545,-0.81768,0.48965,-1.6699,0.094935,,PC IgG,UC_vs_CD
TAS1R1,0.46524,-1.7663,1.1651,-1.516,0.12952,,PC IgG,UC_vs_CD
ZBTB48,3.9728,0.49984,0.46884,1.0661,0.28637,,PC IgG,UC_vs_CD
KLHL21,8.1182,-0.85414,0.40161,-2.1268,0.033437,0.24683,PC IgG,UC_vs_CD
PHF13,0.58987,-0.31728,1.0355,-0.3064,0.7593,,PC IgG,UC_vs_CD
THAP3,8.9237,-0.40999,0.45149,-0.90809,0.36383,0.68584,PC IgG,UC_vs_CD
DNAJC11,3.3405,0.41619,0.55191,0.7541,0.45079,,PC IgG,UC_vs_CD
LINC01672,0.22374,-1.7034,4.0327,-0.42239,0.67274,,PC IgG,UC_vs_CD
AL591163.1,0.075896,-1.5091,4.0152,-0.37584,0.70704,,PC IgG,UC_vs_CD
CAMTA1-DT,0.15211,-2.6763,3.8937,-0.68734,0.49187,,PC IgG,UC_vs_CD
CAMTA1,33.983,0.14048,0.36366,0.38629,0.69928,0.87595,PC IgG,UC_vs_CD
VAMP3,10.053,-0.48343,0.35256,-1.3712,0.17032,0.50133,PC IgG,UC_vs_CD
PER3,0.6422,-0.007033,1.1418,-0.0061597,0.99509,,PC IgG,UC_vs_CD
Z98884.1,0.07339,-0.71998,3.7986,-0.18954,0.84967,,PC IgG,UC_vs_CD
UTS2,0.034199,-0.43437,3.9002,-0.11137,0.91132,,PC IgG,UC_vs_CD
TNFRSF9,0.22095,0.059631,2.0917,0.028508,0.97726,,PC IgG,UC_vs_CD
PARK7,163.95,0.58936,0.15129,3.8957,9.7912e-05,0.014122,PC IgG,UC_vs_CD
AL034417.4,0.103,-1.4174,3.5275,-0.40182,0.68782,,PC IgG,UC_vs_CD
AL034417.3,0.30482,-1.7637,2.9582,-0.59619,0.55105,,PC IgG,UC_vs_CD
ERRFI1,0.35802,-1.2364,1.5782,-0.78346,0.43336,,PC IgG,UC_vs_CD
RERE,7.9021,-0.048128,0.36354,-0.13239,0.89468,0.9584,PC IgG,UC_vs_CD
AL096855.1,0.03738,-0.36558,3.882,-0.094174,0.92497,,PC IgG,UC_vs_CD
